artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,artist_song
In This Moment,Adrenalize,255773,False,2012,0,0.465,0.96,6,-3.888,1,0.0792,0.00023,0.0,0.129,0.43,132.014,hard-rock,"In This Moment, Adrenalize"
In This Moment,Adrenalize,255773,False,2012,0,0.465,0.96,6,-3.888,1,0.0792,0.00023,0.0,0.129,0.43,132.014,metal,"In This Moment, Adrenalize"
Heart,Alone,218733,False,2002,0,0.411,0.685,1,-5.755,1,0.0377,0.609,0.0001,0.108,0.147,175.186,rock,"Heart, Alone"
Heart,Alone,218733,False,1987,73,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,rock,"Heart, Alone"
Nightwish,Amaranth,231413,False,2007,0,0.553,0.874,2,-3.685,0,0.0401,0.00388,0.00184,0.104,0.319,127.961,hard-rock,"Nightwish, Amaranth"
Nightwish,Amaranth,233867,False,2008,0,0.559,0.864,2,-3.989,0,0.0423,0.00445,0.00313,0.0625,0.291,127.983,heavy-metal,"Nightwish, Amaranth"
Nightwish,Amaranth,231413,False,2007,0,0.553,0.874,2,-3.685,0,0.0401,0.00388,0.00184,0.104,0.319,127.961,metal,"Nightwish, Amaranth"
Nosaj Thing,Aquarium,184000,False,2006,49,0.635,0.655,0,-9.521,1,0.0484,0.15,0.553,0.129,0.271,91.026,idm,"Nosaj Thing, Aquarium"
Nosaj Thing,Aquarium,184000,False,2006,49,0.635,0.655,0,-9.521,1,0.0484,0.15,0.553,0.129,0.271,91.026,indie,"Nosaj Thing, Aquarium"
Nosaj Thing,Aquarium,184000,False,2006,49,0.635,0.655,0,-9.521,1,0.0484,0.15,0.553,0.129,0.271,91.026,trip-hop,"Nosaj Thing, Aquarium"
Daft Punk,Around the World,429533,False,1997,75,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,dub,"Daft Punk, Around the World"
Daft Punk,Around the World,429533,False,1997,75,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,electronic,"Daft Punk, Around the World"
Oliver Koletzki & Fran,Arrow And Bow - Marek Hemmann Remix,431375,False,2010,0,0.799,0.57,2,-13.467,0,0.0563,0.00398,0.662,0.115,0.523,124.999,deep-house,"Oliver Koletzki & Fran, Arrow And Bow - Marek Hemmann Remix"
Oliver Koletzki & Fran,Arrow And Bow - Marek Hemmann Remix,431375,False,2010,0,0.799,0.57,2,-13.467,0,0.0563,0.00398,0.662,0.115,0.523,124.999,minimal-techno,"Oliver Koletzki & Fran, Arrow And Bow - Marek Hemmann Remix"
Chase & Status,Blind Faith,233082,False,2011,0,0.453,0.85,9,-4.776,0,0.0541,0.00585,1.61e-06,0.213,0.418,140.05,breakbeat,"Chase & Status, Blind Faith"
Chase & Status,Blind Faith,233082,False,2011,0,0.453,0.85,9,-4.776,0,0.0541,0.00585,1.61e-06,0.213,0.418,140.05,drum-and-bass,"Chase & Status, Blind Faith"
Chase & Status,Blind Faith,233082,False,2011,0,0.453,0.85,9,-4.776,0,0.0541,0.00585,1.61e-06,0.213,0.418,140.05,dubstep,"Chase & Status, Blind Faith"
Robin Thicke,Blurred Lines,263053,False,2013,0,0.862,0.503,7,-7.703,1,0.0494,0.00453,1.87e-05,0.0761,0.863,119.998,house,"Robin Thicke, Blurred Lines"
Robin Thicke,Blurred Lines,263053,False,2013,0,0.862,0.503,7,-7.703,1,0.0494,0.00453,1.87e-05,0.0761,0.863,119.998,new-age,"Robin Thicke, Blurred Lines"
Sam Hunt,Body Like A Back Road,165387,False,2017,72,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,country,"Sam Hunt, Body Like A Back Road"
Sam Hunt,Body Like A Back Road,165387,False,2017,72,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,hip-hop,"Sam Hunt, Body Like A Back Road"
Queen,Bohemian Rhapsody - Remastered 2011,354320,False,1975,73,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,rock,"Queen, Bohemian Rhapsody - Remastered 2011"
Queen,Bohemian Rhapsody - Remastered 2011,354320,False,2011,54,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,rock,"Queen, Bohemian Rhapsody - Remastered 2011"
alt-J,Breezeblocks,227080,False,2012,71,0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,indie,"alt-J, Breezeblocks"
alt-J,Breezeblocks,227080,False,2012,71,0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,indie-pop,"alt-J, Breezeblocks"
Commodores,Brick House,208893,False,1977,64,0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877,soul funk disco,"Commodores, Brick House"
Commodores,Brick House,206800,False,1997,19,0.83,0.892,4,-5.611,0,0.0647,0.0328,0.00408,0.0658,0.675,107.752,soul funk disco,"Commodores, Brick House"
Stephen Swartz,Bullet Train (feat. Joni Fatora),245538,False,2012,54,0.546,0.703,8,-3.139,0,0.123,0.00797,0.000327,0.175,0.196,129.868,dubstep,"Stephen Swartz, Bullet Train (feat. Joni Fatora)"
Stephen Swartz,Bullet Train (feat. Joni Fatora),245538,False,2012,54,0.546,0.703,8,-3.139,0,0.123,0.00797,0.000327,0.175,0.196,129.868,edm,"Stephen Swartz, Bullet Train (feat. Joni Fatora)"
La Roux,Bulletproof,205733,False,2009,0,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,electronic,"La Roux, Bulletproof"
La Roux,Bulletproof,221413,False,2011,0,0.702,0.847,11,-5.512,1,0.0493,0.0014,1.73e-05,0.138,0.42,126.792,synth-pop,"La Roux, Bulletproof"
Nightwish,Bye Bye Beautiful,254573,False,2007,0,0.488,0.88,9,-5.158,1,0.045,0.000121,0.000783,0.103,0.389,148.051,hard-rock,"Nightwish, Bye Bye Beautiful"
Nightwish,Bye Bye Beautiful,254573,False,2007,0,0.488,0.88,9,-5.158,1,0.045,0.000121,0.000783,0.103,0.389,148.051,metal,"Nightwish, Bye Bye Beautiful"
Caribou,Can't Do Without You,236040,False,2014,0,0.693,0.403,0,-9.036,1,0.0475,0.767,0.781,0.793,0.508,128.002,indie-pop,"Caribou, Can't Do Without You"
Caribou,Can't Do Without You,236040,False,2014,0,0.693,0.403,0,-9.036,1,0.0475,0.767,0.781,0.793,0.508,128.002,synth-pop,"Caribou, Can't Do Without You"
Kool & The Gang,Celebration,279867,False,2008,0,0.61,0.859,1,-7.446,1,0.0895,0.0939,5.27e-06,0.352,0.626,123.122,soul funk disco,"Kool & The Gang, Celebration"
Kool & The Gang,Celebration,220547,False,2012,0,0.813,0.875,1,-4.627,1,0.0448,0.0768,0.00454,0.0415,0.96,121.584,soul funk disco,"Kool & The Gang, Celebration"
The Runaways,Cherry Bomb,138707,False,1976,67,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,hard-rock,"The Runaways, Cherry Bomb"
The Runaways,Cherry Bomb,138707,False,1976,67,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,rock-n-roll,"The Runaways, Cherry Bomb"
Dirty South & Alesso,City of Dreams (feat. Ruben Haze),279375,False,2012,0,0.472,0.829,4,-5.073,1,0.0418,0.00329,0.00944,0.301,0.159,127.953,house,"Dirty South & Alesso, City of Dreams (feat. Ruben Haze)"
Dirty South & Alesso,City of Dreams (feat. Ruben Haze),279375,False,2012,0,0.472,0.829,4,-5.073,1,0.0418,0.00329,0.00944,0.301,0.159,127.953,techno,"Dirty South & Alesso, City of Dreams (feat. Ruben Haze)"
Eric Turner,Dancing In My Head,196786,False,2012,39,0.519,0.717,4,-5.135,1,0.0455,0.00536,0.0,0.112,0.229,125.078,house,"Eric Turner, Dancing In My Head"
Eric Turner,Dancing In My Head,196786,False,2012,39,0.519,0.717,4,-5.135,1,0.0455,0.00536,0.0,0.112,0.229,125.078,techno,"Eric Turner, Dancing In My Head"
All Time Low,Dear Maria  Count Me In,182827,False,2007,0,0.465,0.896,2,-3.126,1,0.0795,0.00725,0.0,0.206,0.569,181.014,rock,"All Time Low, Dear Maria  Count Me In"
All Time Low,Dear Maria  Count Me In,182827,False,2008,0,0.465,0.896,2,-3.126,1,0.0795,0.00725,0.0,0.206,0.569,181.014,rock,"All Time Low, Dear Maria  Count Me In"
Amon Amarth,Deceiver of the Gods,259173,False,2013,26,0.262,0.991,1,-5.373,0,0.167,4.09e-05,0.204,0.15,0.0827,192.858,metal,"Amon Amarth, Deceiver of the Gods"
Amon Amarth,Deceiver of the Gods,259173,False,2013,48,0.262,0.991,1,-5.373,0,0.167,4.09e-05,0.204,0.15,0.0827,192.858,metal,"Amon Amarth, Deceiver of the Gods"
Rihanna,Diamonds,225200,False,2012,0,0.553,0.674,11,-6.057,0,0.045,0.00117,0.0,0.16,0.369,91.958,pop,"Rihanna, Diamonds"
Rihanna,Diamonds,225147,False,2012,60,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,pop,"Rihanna, Diamonds"
St. Vincent,Digital Witness,202000,False,2013,0,0.793,0.45,5,-7.062,1,0.0474,0.009,0.033,0.0954,0.891,104.979,indie-pop,"St. Vincent, Digital Witness"
St. Vincent,Digital Witness,202000,False,2013,0,0.793,0.45,5,-7.062,1,0.0474,0.009,0.033,0.0954,0.891,104.979,synth-pop,"St. Vincent, Digital Witness"
Of Monsters and Men,Dirty Paws,278373,False,2012,50,0.359,0.648,3,-7.06,1,0.035,0.108,0.0135,0.0555,0.133,111.733,indie-pop,"Of Monsters and Men, Dirty Paws"
Of Monsters and Men,Dirty Paws,278373,False,2012,50,0.359,0.648,3,-7.06,1,0.035,0.108,0.0135,0.0555,0.133,111.733,synth-pop,"Of Monsters and Men, Dirty Paws"
Arctic Monkeys,Do I Wanna Know?,272394,False,2013,0,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,rock,"Arctic Monkeys, Do I Wanna Know?"
Arctic Monkeys,Do I Wanna Know?,273424,False,2013,0,0.535,0.574,2,-6.865,0,0.0372,0.35,9.96e-05,0.12,0.445,84.984,rock,"Arctic Monkeys, Do I Wanna Know?"
Ella Fitzgerald,Dream A Little Dream Of Me,187693,False,1996,0,0.549,0.169,9,-13.433,0,0.0779,0.918,0.0,0.159,0.36,79.318,jazz,"Ella Fitzgerald, Dream A Little Dream Of Me"
Ella Fitzgerald,Dream A Little Dream Of Me,187467,False,2011,0,0.456,0.236,9,-9.372,0,0.0862,0.924,0.0,0.184,0.366,79.058,soul,"Ella Fitzgerald, Dream A Little Dream Of Me"
Aerosmith,Dream On,265093,False,2011,0,0.412,0.528,1,-6.613,1,0.0259,0.298,5.03e-05,0.332,0.175,79.962,rock,"Aerosmith, Dream On"
Aerosmith,Dream On,266960,False,1973,78,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,rock,"Aerosmith, Dream On"
Amaranthe,Drop Dead Cynical,197853,False,2014,0,0.289,0.909,7,-3.95,1,0.0979,4.61e-05,0.000254,0.0936,0.486,140.068,hard-rock,"Amaranthe, Drop Dead Cynical"
Amaranthe,Drop Dead Cynical,197853,False,2014,0,0.289,0.909,7,-3.95,1,0.0979,4.61e-05,0.000254,0.0936,0.486,140.068,metal,"Amaranthe, Drop Dead Cynical"
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,True,2017,80,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,hip-hop,"A Boogie Wit da Hoodie, Drowning (feat. Kodak Black)"
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,True,2017,80,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,pop,"A Boogie Wit da Hoodie, Drowning (feat. Kodak Black)"
Baauer,Dum Dum,121874,False,2012,0,0.787,0.81,5,-7.822,1,0.0993,0.0596,0.125,0.625,0.644,77.505,dub,"Baauer, Dum Dum"
Baauer,Dum Dum,121874,False,2012,0,0.787,0.81,5,-7.822,1,0.0993,0.0596,0.125,0.625,0.644,77.505,electronic,"Baauer, Dum Dum"
Prince Royce,El Amor que Perdimos,246947,False,2010,0,0.797,0.818,8,-3.088,1,0.0358,0.0268,8.62e-06,0.0547,0.895,126.024,reggaeton,"Prince Royce, El Amor que Perdimos"
Prince Royce,El Amor que Perdimos,246947,False,2010,0,0.797,0.818,8,-3.088,1,0.0358,0.0268,8.62e-06,0.0547,0.895,126.024,salsa,"Prince Royce, El Amor que Perdimos"
Tame Impala,Elephant,211227,False,2012,0,0.591,0.556,2,-6.724,1,0.0384,0.529,0.133,0.256,0.509,122.987,indie-pop,"Tame Impala, Elephant"
Tame Impala,Elephant,211227,False,2012,0,0.591,0.556,2,-6.724,1,0.0384,0.529,0.133,0.256,0.509,122.987,synth-pop,"Tame Impala, Elephant"
Metallica,Enter Sandman,331573,False,1991,1,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,rock metal,"Metallica, Enter Sandman"
Metallica,Enter Sandman,331267,False,1991,78,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,rock metal,"Metallica, Enter Sandman"
Foo Fighters,Everlong,250547,False,1997,80,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,rock,"Foo Fighters, Everlong"
Foo Fighters,Everlong,249987,False,2009,58,0.415,0.867,11,-5.497,0,0.0387,5.69e-05,0.000192,0.0883,0.36,157.902,rock,"Foo Fighters, Everlong"
Rusko,Everyday - Netsky Remix,251670,False,2011,0,0.327,0.933,2,-4.981,1,0.0739,0.000346,0.891,0.245,0.102,173.92,drum-and-bass,"Rusko, Everyday - Netsky Remix"
Rusko,Everyday - Netsky Remix,251670,False,2011,0,0.327,0.933,2,-4.981,1,0.0739,0.000346,0.891,0.245,0.102,173.92,dub,"Rusko, Everyday - Netsky Remix"
Rusko,Everyday - Netsky Remix,251670,False,2011,0,0.327,0.933,2,-4.981,1,0.0739,0.000346,0.891,0.245,0.102,173.92,electronic,"Rusko, Everyday - Netsky Remix"
Rusko,Everyday - Netsky Remix,251670,False,2011,0,0.327,0.933,2,-4.981,1,0.0739,0.000346,0.891,0.245,0.102,173.92,house,"Rusko, Everyday - Netsky Remix"
Bonobo,Eyesdown,326240,False,2010,47,0.758,0.455,4,-9.199,0,0.12,0.0442,0.493,0.11,0.183,129.976,ambient,"Bonobo, Eyesdown"
Bonobo,Eyesdown,326240,False,2010,47,0.758,0.455,4,-9.199,0,0.12,0.0442,0.493,0.11,0.183,129.976,electronic,"Bonobo, Eyesdown"
Bonobo,Eyesdown,326240,False,2010,47,0.758,0.455,4,-9.199,0,0.12,0.0442,0.493,0.11,0.183,129.976,idm,"Bonobo, Eyesdown"
Bonobo,Eyesdown,326240,False,2010,47,0.758,0.455,4,-9.199,0,0.12,0.0442,0.493,0.11,0.183,129.976,trip-hop,"Bonobo, Eyesdown"
Secondhand Serenade,Fall For You,185600,False,2008,61,0.387,0.442,0,-7.086,1,0.0352,0.19,0.0,0.0788,0.382,169.481,acoustic,"Secondhand Serenade, Fall For You"
Secondhand Serenade,Fall For You,185600,False,2008,61,0.387,0.442,0,-7.086,1,0.0352,0.19,0.0,0.0788,0.382,169.481,punk,"Secondhand Serenade, Fall For You"
Phantogram,Fall In Love,223227,False,2014,48,0.337,0.859,2,-3.189,0,0.106,0.0484,0.0,0.203,0.265,188.049,indie-pop,"Phantogram, Fall In Love"
Phantogram,Fall In Love,223227,False,2014,48,0.337,0.859,2,-3.189,0,0.106,0.0484,0.0,0.203,0.265,188.049,synth-pop,"Phantogram, Fall In Love"
Black Lips,Family Tree,156387,False,2011,0,0.359,0.971,11,-2.804,0,0.0771,0.0198,0.000123,0.37,0.296,88.286,garage,"Black Lips, Family Tree"
Black Lips,Family Tree,156387,False,2011,0,0.359,0.971,11,-2.804,0,0.0771,0.0198,0.000123,0.37,0.296,88.286,psych-rock,"Black Lips, Family Tree"
Tame Impala,Feels Like We Only Go Backwards,192960,False,2012,0,0.288,0.901,2,-2.319,0,0.0539,0.0243,0.474,0.116,0.556,150.07,indie-pop,"Tame Impala, Feels Like We Only Go Backwards"
Tame Impala,Feels Like We Only Go Backwards,192960,False,2012,0,0.288,0.901,2,-2.319,0,0.0539,0.0243,0.474,0.116,0.556,150.07,synth-pop,"Tame Impala, Feels Like We Only Go Backwards"
Chase & Status,Flashing Lights,250413,False,2011,0,0.533,0.808,4,-5.139,0,0.048,0.0233,0.0,0.282,0.274,140.04,drum-and-bass,"Chase & Status, Flashing Lights"
Chase & Status,Flashing Lights,250413,False,2011,0,0.533,0.808,4,-5.139,0,0.048,0.0233,0.0,0.282,0.274,140.04,dub,"Chase & Status, Flashing Lights"
Paramore,For a Pessimist  I'm Pretty Optimistic,228293,False,2007,54,0.537,0.927,6,-3.322,1,0.0476,0.00017,6.78e-06,0.115,0.379,102.445,emo,"Paramore, For a Pessimist  I'm Pretty Optimistic"
Paramore,For a Pessimist  I'm Pretty Optimistic,228293,False,2007,54,0.537,0.927,6,-3.322,1,0.0476,0.00017,6.78e-06,0.115,0.379,102.445,punk-rock,"Paramore, For a Pessimist  I'm Pretty Optimistic"
Creedence Clearwater Revival,Fortunate Son,140773,False,1969,80,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,rock,"Creedence Clearwater Revival, Fortunate Son"
Creedence Clearwater Revival,Fortunate Son,138400,False,1973,0,0.623,0.529,0,-12.419,1,0.0353,0.17,0.0201,0.489,0.603,132.74,rock,"Creedence Clearwater Revival, Fortunate Son"
Alexandra Stan,Get Back (Asap),209333,False,2011,0,0.712,0.914,0,-3.88,0,0.0351,0.0391,0.391,0.0653,0.719,127.99,disco,"Alexandra Stan, Get Back (Asap)"
Alexandra Stan,Get Back (Asap),209333,False,2011,0,0.712,0.914,0,-3.88,0,0.0351,0.0391,0.391,0.0653,0.719,127.99,house,"Alexandra Stan, Get Back (Asap)"
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,False,2013,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,alternative,"Daft Punk, Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit"
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,False,2013,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,soul,"Daft Punk, Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit"
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,False,2013,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,techno,"Daft Punk, Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit"
Laura Marling,Ghosts,179960,False,2008,56,0.463,0.368,9,-11.546,1,0.048,0.376,0.0,0.149,0.75,141.974,folk,"Laura Marling, Ghosts"
Laura Marling,Ghosts,179960,False,2008,56,0.463,0.368,9,-11.546,1,0.048,0.376,0.0,0.149,0.75,141.974,indie,"Laura Marling, Ghosts"
RJD2,Ghostwriter,317933,False,2002,58,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,ambient,"RJD2, Ghostwriter"
RJD2,Ghostwriter,317933,False,2002,58,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,edm,"RJD2, Ghostwriter"
RJD2,Ghostwriter,317933,False,2002,58,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,indie,"RJD2, Ghostwriter"
Evanescence,Going Under,214947,False,2003,0,0.371,0.857,11,-4.913,0,0.0538,0.00921,6.87e-05,0.135,0.442,175.093,alternative,"Evanescence, Going Under"
Evanescence,Going Under,214947,False,2003,0,0.371,0.857,11,-4.913,0,0.0538,0.00921,6.87e-05,0.135,0.442,175.093,emo,"Evanescence, Going Under"
Lifehouse,Hanging By A Moment,216067,False,2000,66,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,alternative,"Lifehouse, Hanging By A Moment"
Lifehouse,Hanging By A Moment,216067,False,2000,66,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,grunge,"Lifehouse, Hanging By A Moment"
TV On The Radio,Happy Idiot,183002,False,2014,62,0.617,0.948,11,-4.236,0,0.0621,0.00226,0.00221,0.0755,0.863,139.996,rock,"TV On The Radio, Happy Idiot"
TV On The Radio,Happy Idiot,183002,False,2014,29,0.617,0.948,11,-4.236,0,0.0621,0.00226,0.00221,0.0755,0.863,139.996,rock,"TV On The Radio, Happy Idiot"
The Oh Hellos,Hello My Old Heart,256007,False,2011,0,0.557,0.299,0,-10.634,1,0.0266,0.624,0.0308,0.0914,0.297,90.081,alternative,"The Oh Hellos, Hello My Old Heart"
The Oh Hellos,Hello My Old Heart,256007,False,2011,0,0.557,0.299,0,-10.634,1,0.0266,0.624,0.0308,0.0914,0.297,90.081,folk,"The Oh Hellos, Hello My Old Heart"
Chronixx,Here Comes Trouble,234644,False,2013,0,0.754,0.739,9,-5.976,0,0.232,0.242,0.0,0.0759,0.848,83.495,dancehall,"Chronixx, Here Comes Trouble"
Chronixx,Here Comes Trouble,234587,False,2014,0,0.758,0.786,4,-4.897,0,0.108,0.156,0.0,0.0658,0.786,83.495,dancehall,"Chronixx, Here Comes Trouble"
Family of the Year,Hero,190280,False,2012,30,0.341,0.539,5,-5.76,1,0.0265,0.213,6.44e-05,0.109,0.267,174.564,indie-pop,"Family of the Year, Hero"
